text_pair_id,original_text_id,adequacy,fluency,simplicity,model_id,original,simplified
1242,178,,,,M3,"On 22 June 1994 the bank lodged a constitutional appeal (ústavní stížnost) with the Constitutional Court (Ústavní soud) against the District Court's rulings of 30 September 1993 and 30 March 1994 and the Municipal Court's ruling of 17 May 1994, with a proposal to repeal sections 26(4) and 41(2) of the Act.","On 22 June 1994 the bank lodged a legal appeal ( ústavní stížnost ) with the Constitutional Court ( Ústavní soud ) against the District Court 's decision of 30 September 1993 and 30 March 1994 and the Municipal Court 's ruling of 17 May 1994 , with a proposal to remove sections 26 ( 4 ) and 41 ( 2 ) of the Act ."
1243,178,,,,M4,"On 22 June 1994 the bank lodged a constitutional appeal (ústavní stížnost) with the Constitutional Court (Ústavní soud) against the District Court's rulings of 30 September 1993 and 30 March 1994 and the Municipal Court's ruling of 17 May 1994, with a proposal to repeal sections 26(4) and 41(2) of the Act.",On 22 June 1994 the bank asked the Constitutional Court (Ústavní soud) to stop the district court's decisions of 30 September 1993 and 30 March 1994. On 17 May 1994 the Municipal Court said that the bank was allowed to keep the money it had since 17 May 1994.
1244,178,,,,M5,"On 22 June 1994 the bank lodged a constitutional appeal (ústavní stížnost) with the Constitutional Court (Ústavní soud) against the District Court's rulings of 30 September 1993 and 30 March 1994 and the Municipal Court's ruling of 17 May 1994, with a proposal to repeal sections 26(4) and 41(2) of the Act.","On 22 June 1994 the bank filed a constitutive appeal ( ústavní stížnost ) with the Constitutional Court ( Ústavní soud ) against the District Court 's opinions of 30 September 1993 and 30 March 1994 and the Municipal Court 's judgement of 17 May 1994 , with a proposal to revoke sections 26 ( 4 ) and 41 ( 2 ) of the Act ."
1245,178,,,,M6,"On 22 June 1994 the bank lodged a constitutional appeal (ústavní stížnost) with the Constitutional Court (Ústavní soud) against the District Court's rulings of 30 September 1993 and 30 March 1994 and the Municipal Court's ruling of 17 May 1994, with a proposal to repeal sections 26(4) and 41(2) of the Act.","On 22 June 1994 the bank lodged a only appeal (ÃºstavnÃ­ stÃ­Å¾nost) with the Constitutional Court (ÃstavnÃ­ soud) against the District Court's minutes of 30 September 1993 and 30 March 1994 and the Municipal Court's ruling of 17 May 1994, with a proposal to change sections 26(4) and 41(2) of the Act."
1246,178,,,,M7,"On 22 June 1994 the bank lodged a constitutional appeal (ústavní stížnost) with the Constitutional Court (Ústavní soud) against the District Court's rulings of 30 September 1993 and 30 March 1994 and the Municipal Court's ruling of 17 May 1994, with a proposal to repeal sections 26(4) and 41(2) of the Act.","On 22 June 1994 the bank lodged a only appeal (ÃºstavnÃ­ stÃ­Å¾nost) with the Constitutional Court (ÃstavnÃ­ soud) against the District Court's minutes of 30 September 1993 and 30 March 1994 and the Municipal Court's ruling of 17 May 1994, with a proposal to change sections 26(4) and 41(2) of the Act."
1247,179,,,,M1,"“Whoever, without authorisation, discloses the secret of another, in particular, a secret which belongs to the realm of personal privacy (...) which was confided to, or otherwise made known to him in his capacity as a physician (...) shall be punished with imprisonment for not more than a year or with a fine.”","“Whoever, without authorisation, discloses the secret of another, in particular, a secret which belongs to the realm of personal privacy (...) which was confided to, or otherwise made known to him in his capacity as a physician (...) shall be punished with imprisonment for not more than a year or with a fine.”"
1248,179,,,,M2,"“Whoever, without authorisation, discloses the secret of another, in particular, a secret which belongs to the realm of personal privacy (...) which was confided to, or otherwise made known to him in his capacity as a physician (...) shall be punished with imprisonment for not more than a year or with a fine.”","“ one , without permission , knows the secret of another , in another , a thing which belongs to the law of personal safety ( ... ) which was entrusted to , or was made known to him in his work as a lawyer ( ... ) shall be threatened with death for not more than a year or with a fine . ”"
1249,179,,,,M3,"“Whoever, without authorisation, discloses the secret of another, in particular, a secret which belongs to the realm of personal privacy (...) which was confided to, or otherwise made known to him in his capacity as a physician (...) shall be punished with imprisonment for not more than a year or with a fine.”","“ Whoever , without authorisation , knows the secret of another , in particular , a secret which belongs to the realm of personal privacy ( ... ) which was entrusted to , or otherwise made known to him in his capacity as a physician ( ... ) shall be punished with imprisonment for not more than a year or with a fine . ”"
1250,179,,,,M4,"“Whoever, without authorisation, discloses the secret of another, in particular, a secret which belongs to the realm of personal privacy (...) which was confided to, or otherwise made known to him in his capacity as a physician (...) shall be punished with imprisonment for not more than a year or with a fine.”","Whoever, without authorisation, discloses the secret of another, in particular, a secret which belongs to the realm of personal privacy (...) shall be punished by imprisonment for not more than a year, or by a fine of one or both of the aforementioned sums."
1251,179,,,,M5,"“Whoever, without authorisation, discloses the secret of another, in particular, a secret which belongs to the realm of personal privacy (...) which was confided to, or otherwise made known to him in his capacity as a physician (...) shall be punished with imprisonment for not more than a year or with a fine.”","“ Whoever , without permission , reveals the secret of another , in particular , a secret which belongs to the sphere of personal privacy ( ... ) which was revealed to , or otherwise made known to him in his capability as a doctor ( ... ) shall be penalized with incarceration for not more than a year or with a fine . ”"
1252,179,,,,M6,"“Whoever, without authorisation, discloses the secret of another, in particular, a secret which belongs to the realm of personal privacy (...) which was confided to, or otherwise made known to him in his capacity as a physician (...) shall be punished with imprisonment for not more than a year or with a fine.”","âWhoever, without authorisation, does the secret of another, in particular, a secret which belongs to the realm of personal privacy (...) which was said to, or otherwise made known to him in his capacity as a physician (...) shall be punished with imprisonment for not more than a year or with a fine.â"
1253,179,,,,M7,"“Whoever, without authorisation, discloses the secret of another, in particular, a secret which belongs to the realm of personal privacy (...) which was confided to, or otherwise made known to him in his capacity as a physician (...) shall be punished with imprisonment for not more than a year or with a fine.”","âWhoever, without authorisation, does the secret of another, in particular, a secret which belongs to the realm of personal privacy (...) which was said to, or otherwise made known to him in his capacity as a physician (...) shall be punished with imprisonment for not more than a year or with a fine.â"
1254,180,,,,M1,"On 19 September 2000 the applicant, with the assistance of his lawyer Mrs Demirdaş, brought an action before the Tunceli Civil Court (hereinafter the “Tunceli Court”), seeking increased compensation. Mrs Demirdaş requested the court to accept the case despite the expiry of the statutory time-limit on 17 September 2000, as she had had health problems preventing her lodging the case earlier.","On 19 September 2000 the applicant, with the assistance of his lawyer Mrs Demirdaş, brought an action before the Tunceli Civil Court (hereinafter the “Tunceli Court”), seeking increased compensation. Mrs Demirdaş requested the court to accept the case despite the expiry of the statutory time-limit on 17 September 2000, as she had had health problems preventing her lodging the case earlier."
1255,180,,,,M2,"On 19 September 2000 the applicant, with the assistance of his lawyer Mrs Demirdaş, brought an action before the Tunceli Civil Court (hereinafter the “Tunceli Court”), seeking increased compensation. Mrs Demirdaş requested the court to accept the case despite the expiry of the statutory time-limit on 17 September 2000, as she had had health problems preventing her lodging the case earlier.","On 19 September 2000 the lawyer , with the help of his lawyer Mrs Demirdaş , took an action before the Tunceli Civil Court ( now the “ Tunceli Court ” ) , for increased protection . Mrs Demirdaş asked the court to hear the case after the absence of the legal date on 17 September 2000 , as she had had health problems from her taking the case earlier ."
1256,180,,,,M3,"On 19 September 2000 the applicant, with the assistance of his lawyer Mrs Demirdaş, brought an action before the Tunceli Civil Court (hereinafter the “Tunceli Court”), seeking increased compensation. Mrs Demirdaş requested the court to accept the case despite the expiry of the statutory time-limit on 17 September 2000, as she had had health problems preventing her lodging the case earlier.","On 19 September 2000 the defendant , with the assistance of his lawyer Mrs Demirdaş , brought an action before the Tunceli Civil Court ( now the “ Tunceli Court ” ) , seeking increased protection . Mrs Demirdaş requested the court to accept the case despite the absence of the legal time-limit on 17 September 2000 , as she had had health problems from her taking the case earlier ."
1257,180,,,,M4,"On 19 September 2000 the applicant, with the assistance of his lawyer Mrs Demirdaş, brought an action before the Tunceli Civil Court (hereinafter the “Tunceli Court”), seeking increased compensation. Mrs Demirdaş requested the court to accept the case despite the expiry of the statutory time-limit on 17 September 2000, as she had had health problems preventing her lodging the case earlier.","On 19 September 2000 the applicant, with the assistance of his lawyer Mrs Demirdaş, brought an action before the Tunceli Civil Court (hereinafter the ‘Tunceli Court’), seeking increased compensation. Mrs Demirdaş asked the court to accept the case before the statutory time-limit expired on 17 September 2000, because she had health problems that had prevented her from starting the action earlier."
1258,180,,,,M5,"On 19 September 2000 the applicant, with the assistance of his lawyer Mrs Demirdaş, brought an action before the Tunceli Civil Court (hereinafter the “Tunceli Court”), seeking increased compensation. Mrs Demirdaş requested the court to accept the case despite the expiry of the statutory time-limit on 17 September 2000, as she had had health problems preventing her lodging the case earlier.","On 19 September 2000 the applicant , with the help of his lawyer Mrs Demirdaş , carried an action before the Tunceli Civil Court ( hereinafter the “ Tunceli Court ” ) , seeking increased recompense . Mrs Demirdaş requested the court to admit the case despite the expiration of the statutory time-limit on 17 September 2000 , as she had had health problems forbidding her lodging the case earlier ."
1259,180,,,,M6,"On 19 September 2000 the applicant, with the assistance of his lawyer Mrs Demirdaş, brought an action before the Tunceli Civil Court (hereinafter the “Tunceli Court”), seeking increased compensation. Mrs Demirdaş requested the court to accept the case despite the expiry of the statutory time-limit on 17 September 2000, as she had had health problems preventing her lodging the case earlier.","On 19 September 2000 the father, with the assistance of his lawyer Mrs DemirdaÅ, brought an action before the Tunceli Civil Court (with the âTunceli Courtâ), seeking increased time. Mrs DemirdaÅ requested the court to accept the case despite the time of the new time-limit on 17 September 2000, as she had had health problems doing her going the case earlier."
1260,180,,,,M7,"On 19 September 2000 the applicant, with the assistance of his lawyer Mrs Demirdaş, brought an action before the Tunceli Civil Court (hereinafter the “Tunceli Court”), seeking increased compensation. Mrs Demirdaş requested the court to accept the case despite the expiry of the statutory time-limit on 17 September 2000, as she had had health problems preventing her lodging the case earlier.","On 19 September 2000 the father, with the. Assistance of his lawyer Mrs DemirdaÅ, brought an action before the Tunceli Civil Court (with the âTunceli Courtâ), seeking increased time. Mrs DemirdaÅ requested the court to accept the case despite the time of the new time-limit on 17 September 2000, as she had had health problems doing her going the case earlier."
1261,181,,,,M1,"On 23 March 2000, 22 January and 24 January 2001 the Kocaeli Provincial Private Administration paid the amounts due to Kamil Dağlı and Ahmet Güzel, Bedaettin Bahattin Gülşen1, Sinan Erbil, Hüsnü Aksoy, Aykut Kocaman and Aziz Yıldırım respectively. Details are indicated in the table below:","On 23 March 2000, 22 January and 24 January 2001 the Kocaeli Provincial Private Administration paid the amounts due to Kamil Dağlı and Ahmet Güzel, Bedaettin Bahattin Gülşen1, Sinan Erbil, Hüsnü Aksoy, Aykut Kocaman and Aziz Yıldırım respectively. Details are indicated in the table below:"
1262,181,,,,M2,"On 23 March 2000, 22 January and 24 January 2001 the Kocaeli Provincial Private Administration paid the amounts due to Kamil Dağlı and Ahmet Güzel, Bedaettin Bahattin Gülşen1, Sinan Erbil, Hüsnü Aksoy, Aykut Kocaman and Aziz Yıldırım respectively. Details are indicated in the table below:","On 23 March 2000 , 22 January and 24 January 2001 the Kocaeli Provincial Private Administration paid the amounts due to Kamil Dağlı and Ahmet Güzel , Bedaettin Bahattin Gülşen1 , Sinan Erbil , Hüsnü Aksoy , Aykut Kocaman and Aziz Yıldırım jr . Details are shown in the table below :"
1263,181,,,,M3,"On 23 March 2000, 22 January and 24 January 2001 the Kocaeli Provincial Private Administration paid the amounts due to Kamil Dağlı and Ahmet Güzel, Bedaettin Bahattin Gülşen1, Sinan Erbil, Hüsnü Aksoy, Aykut Kocaman and Aziz Yıldırım respectively. Details are indicated in the table below:","On 23 March 2000 , 22 January and 24 January 2001 the Kocaeli Provincial Private Administration paid the amounts due to Kamil Dağlı and Ahmet Güzel , Bedaettin Bahattin Gülşen1 , Sinan Erbil , Hüsnü Aksoy , Aykut Kocaman and Aziz Yıldırım jr . Details are indicated in the table below :"
1264,181,,,,M4,"On 23 March 2000, 22 January and 24 January 2001 the Kocaeli Provincial Private Administration paid the amounts due to Kamil Dağlı and Ahmet Güzel, Bedaettin Bahattin Gülşen1, Sinan Erbil, Hüsnü Aksoy, Aykut Kocaman and Aziz Yıldırım respectively. Details are indicated in the table below:","On 23 March 2000, 22 January and 24 January 2001 the Kocaeli Provincial Private Administration paid the amounts due to Sinan Erbil, Hüsnü Aksoy, Aykut Kocaman, Aziz Yıldırım, Bedaettin Bahattin Gülşen1, and Ahmet Güzel respectively."
1265,181,,,,M5,"On 23 March 2000, 22 January and 24 January 2001 the Kocaeli Provincial Private Administration paid the amounts due to Kamil Dağlı and Ahmet Güzel, Bedaettin Bahattin Gülşen1, Sinan Erbil, Hüsnü Aksoy, Aykut Kocaman and Aziz Yıldırım respectively. Details are indicated in the table below:","On 23 March 2000 , 22 January and 24 January 2001 the Kocaeli Provincial Private Administration paid the amounts due to Kamil Dağlı and Ahmet Güzel , Bedaettin Bahattin Gülşen1 , Sinan Erbil , Hüsnü Aksoy , Aykut Kocaman and Aziz Yıldırım respectively . Details are presented in the table below :"
1266,181,,,,M6,"On 23 March 2000, 22 January and 24 January 2001 the Kocaeli Provincial Private Administration paid the amounts due to Kamil Dağlı and Ahmet Güzel, Bedaettin Bahattin Gülşen1, Sinan Erbil, Hüsnü Aksoy, Aykut Kocaman and Aziz Yıldırım respectively. Details are indicated in the table below:","On 23 March 2000, 22 January and 24 January 2001 the Kocaeli Provincial Private Administration paid the amounts due to Kamil DaÄlÄ± and Ahmet GÃ¼zel, Bedaettin Bahattin GÃ¼lÅen1, Sinan Erbil, HÃ¼snÃ¼ Aksoy, Aykut Kocaman and Aziz YÄ±ldÄ±rÄ±m the. Details are indicated in the table below:"
1267,181,,,,M7,"On 23 March 2000, 22 January and 24 January 2001 the Kocaeli Provincial Private Administration paid the amounts due to Kamil Dağlı and Ahmet Güzel, Bedaettin Bahattin Gülşen1, Sinan Erbil, Hüsnü Aksoy, Aykut Kocaman and Aziz Yıldırım respectively. Details are indicated in the table below:","On 23 March 2000, 22 January 24 January 2001 the Kocaeli Provincial Private Administration paid the amounts due to Kamil DaÄlÄ± and Ahmet Bedaettin Bahattin GÃ¼lÅen1, Sinan Erbil, HÃ¼snÃ¼ Aksoy, Aykut Kocaman and. Aziz YÄ±ldÄ±rÄ±m the. Details are indicated in the table"
1268,182,,,,M1,"(a) if he proves that during the time from the three hundredth day to the one-hundred-and-eightieth day before the birth of the child, he was in the physical impossibility of cohabiting with his wife on account of his being away from her, or some other accident; or","(a) if he proves that during the time from the three hundredth day to the one-hundred-and-eightieth day before the birth of the child, he was in the physical impossibility of cohabiting with his wife on account of his being away from her, or some other accident; or"
1269,182,,,,M2,"(a) if he proves that during the time from the three hundredth day to the one-hundred-and-eightieth day before the birth of the child, he was in the physical impossibility of cohabiting with his wife on account of his being away from her, or some other accident; or","( a ) if he said that during the time from the three first day to the one-hundred-and-eightieth day before the death of the child , he was in the complete act of living with his wife on account of his being away from her , or some other accident ; or"
1270,182,,,,M3,"(a) if he proves that during the time from the three hundredth day to the one-hundred-and-eightieth day before the birth of the child, he was in the physical impossibility of cohabiting with his wife on account of his being away from her, or some other accident; or","( a ) if he proves that during the time from the three first day to the one-hundred-and-eightieth day before the birth of the child , he was in the physical act of living with his wife on account of his being away from her , or some other accident ; or"
1271,182,,,,M4,"(a) if he proves that during the time from the three hundredth day to the one-hundred-and-eightieth day before the birth of the child, he was in the physical impossibility of cohabiting with his wife on account of his being away from her, or some other accident; or","(a) if he proves that during the time from the three hundredth day to the one-hundred-and-eightieth day before the birth of the child, he was not able to live with his wife because he was away from her or because of an accident; or"
1272,182,,,,M5,"(a) if he proves that during the time from the three hundredth day to the one-hundred-and-eightieth day before the birth of the child, he was in the physical impossibility of cohabiting with his wife on account of his being away from her, or some other accident; or","( a ) if he proves that during the time from the three hundredth day to the one-hundred-and-eightieth day before the birth of the child , he was in the physiologic impossibleness of cohabiting with his wife on account of his being away from her , or some other accident ; or"
1273,182,,,,M6,"(a) if he proves that during the time from the three hundredth day to the one-hundred-and-eightieth day before the birth of the child, he was in the physical impossibility of cohabiting with his wife on account of his being away from her, or some other accident; or","(a) if he proves that during the time from the three right day to the one-hundred-and-the day before the birth of the child, he was in the physical way of going with his wife on account of his being away from her, or some other accident; or"
1274,182,,,,M7,"(a) if he proves that during the time from the three hundredth day to the one-hundred-and-eightieth day before the birth of the child, he was in the physical impossibility of cohabiting with his wife on account of his being away from her, or some other accident; or","(a) if. He proves that during the time from the three right day to the one-hundred-and-the day before birth of the child, he was in the physical way of going with his wife on account of his being away from her, or some other accident;."
1275,183,,,,M1,"The number of persons applying to these commissions had already attained approximately 170,000. A further 800 persons, whose applications were pending before the Court, had also applied to the compensation commissions. Many villagers had already been awarded compensation for the damage they had sustained.","The number of persons applying to these commissions had already attained approximately 170,000. A further 800 persons, whose applications were pending before the Court, had also applied to the compensation commissions. Many villagers had already been awarded compensation for the damage they had sustained."
1276,183,,,,M2,"The number of persons applying to these commissions had already attained approximately 170,000. A further 800 persons, whose applications were pending before the Court, had also applied to the compensation commissions. Many villagers had already been awarded compensation for the damage they had sustained.","The number of people assigned to these courts had already been approximately 170,000 . A further 800 and , whose are were in before the Court , had also to to the board and . Many had had already been awarded for for the some they had and ."
1277,183,,,,M3,"The number of persons applying to these commissions had already attained approximately 170,000. A further 800 persons, whose applications were pending before the Court, had also applied to the compensation commissions. Many villagers had already been awarded compensation for the damage they had sustained.","The number of persons applying to these courts had already been approximately 170,000 . A further 800 persons , whose applications were pending before the Court , had also applied to the board and . Many villagers had already been awarded for for the damage they had sustained ."
1278,183,,,,M4,"The number of persons applying to these commissions had already attained approximately 170,000. A further 800 persons, whose applications were pending before the Court, had also applied to the compensation commissions. Many villagers had already been awarded compensation for the damage they had sustained.","The number of persons applying to these commissions had already reached approximately 170,000. Many villagers had already been awarded compensation for the damage they had sustained. A further 800 persons had also applied to the compensation commissions."
1279,183,,,,M5,"The number of persons applying to these commissions had already attained approximately 170,000. A further 800 persons, whose applications were pending before the Court, had also applied to the compensation commissions. Many villagers had already been awarded compensation for the damage they had sustained.","The number of individuals applying to these fees had already achieved about 170,000 . A further 800 individuals , whose usages were pending before the Court , had also applied to the recompense commissionings . Many habitants had already been allocated recompense for the harm they had sustained ."
1280,183,,,,M6,"The number of persons applying to these commissions had already attained approximately 170,000. A further 800 persons, whose applications were pending before the Court, had also applied to the compensation commissions. Many villagers had already been awarded compensation for the damage they had sustained.","The number of persons applying to these these had already come approximately 170,000. A further 800 persons, whose applications were pending before the Court, had also applied to the money these. Many villagers had already been awarded money for the damage they had sustained."
1281,183,,,,M7,"The number of persons applying to these commissions had already attained approximately 170,000. A further 800 persons, whose applications were pending before the Court, had also applied to the compensation commissions. Many villagers had already been awarded compensation for the damage they had sustained.","The number of persons applying to these these had already come approximately 170,000. A further 800 persons, whose Applications were pending of applying A further 800 persons before the Court, had also applied to the money these. Many villagers had already been awarded money for the damage they had sustained."
1282,184,,,,M1,"If a claimant is objectively unable to identify persons who could be affected by the outcome of the proceedings, the court orders the publication of a press notice, summoning such persons to join the proceedings. If the identity of the persons is known but their current addresses cannot be established, the court shall appoint a court officer (curator absenti) to represent such persons.","If a claimant is objectively unable to identify persons who could be affected by the outcome of the proceedings, the court orders the publication of a press notice, summoning such persons to join the proceedings. If the identity of the persons is known but their current addresses cannot be established, the court shall appoint a court officer (curator absenti) to represent such persons."
1283,184,,,,M2,"If a claimant is objectively unable to identify persons who could be affected by the outcome of the proceedings, the court orders the publication of a press notice, summoning such persons to join the proceedings. If the identity of the persons is known but their current addresses cannot be established, the court shall appoint a court officer (curator absenti) to represent such persons.","The number of people assigned to these courts had already been approximately 170,000 . A further 800 and , whose are were in before the Court , had also to to the board and . Many had had already been awarded for for the some they had and ."
1284,184,,,,M3,"If a claimant is objectively unable to identify persons who could be affected by the outcome of the proceedings, the court orders the publication of a press notice, summoning such persons to join the proceedings. If the identity of the persons is known but their current addresses cannot be established, the court shall appoint a court officer (curator absenti) to represent such persons.","If a claimant is found unable to identify persons who could be affected by the outcome of the case , the court orders the publication of a press release , inviting such persons to join the party . If the identity of the persons is known but their current addresses can not be established , the court shall appoint a court officer ( be absenti ) to represent such persons ."
1285,184,,,,M4,"If a claimant is objectively unable to identify persons who could be affected by the outcome of the proceedings, the court orders the publication of a press notice, summoning such persons to join the proceedings. If the identity of the persons is known but their current addresses cannot be established, the court shall appoint a court officer (curator absenti) to represent such persons.","If a claimant is objectively unable to identify persons who could be affected by the outcome of the proceedings, the court shall appoint a court officer (curator absenti) to represent such persons. If the identity of the persons is known but their current addresses cannot be established, the court shall order such persons to join the proceedings."
1286,184,,,,M5,"If a claimant is objectively unable to identify persons who could be affected by the outcome of the proceedings, the court orders the publication of a press notice, summoning such persons to join the proceedings. If the identity of the persons is known but their current addresses cannot be established, the court shall appoint a court officer (curator absenti) to represent such persons.","If a claimant is objectively unable to identify individuals who could be impacted by the upshot of the proceedings , the court orders the publication of a press notice , sending such individuals to join the proceedings . If the identity of the individuals is known but their new addresses can not be created , the court shall nominate a court officer ( conservator absenti ) to comprise such individuals ."
1287,184,,,,M6,"If a claimant is objectively unable to identify persons who could be affected by the outcome of the proceedings, the court orders the publication of a press notice, summoning such persons to join the proceedings. If the identity of the persons is known but their current addresses cannot be established, the court shall appoint a court officer (curator absenti) to represent such persons.","If a claimant is not unable to identify persons who could be affected by the outcome of the case, the court orders the publication of a press call, telling such persons to join the case. If the identity of the persons is known but their current addresses cannot be established, the court shall appoint a court officer (the absenti) to represent such persons."
1288,184,,,,M7,"If a claimant is objectively unable to identify persons who could be affected by the outcome of the proceedings, the court orders the publication of a press notice, summoning such persons to join the proceedings. If the identity of the persons is known but their current addresses cannot be established, the court shall appoint a court officer (curator absenti) to represent such persons.","If a claimant is. Not unable to identify persons who could be affected such of the persons by the outcome of the case, the court orders the publication of a press call, telling such persons to join the case. If the identity of the persons is known their current addresses cannot be established, the court shall appoint a court officer (the absenti) to represent such persons."
1289,185,,,,M1,"After the accident the applicant underwent long treatment in various hospitals, apparently serving at the same time his numerous prison sentences. In particular, he underwent various surgeries in, inter alia, the Polanica Plastic Surgery Hospital in 1985, 1987, 1990, 1991 and twice in 1993, in order to alleviate the long-term consequences of his accident.","After the accident the applicant underwent long treatment in various hospitals, apparently serving at the same time his numerous prison sentences. In particular, he underwent various surgeries in, inter alia, the Polanica Plastic Surgery Hospital in 1985, 1987, 1990, 1991 and twice in 1993, in order to alleviate the long-term consequences of his accident."
1290,185,,,,M2,"After the accident the applicant underwent long treatment in various hospitals, apparently serving at the same time his numerous prison sentences. In particular, he underwent various surgeries in, inter alia, the Polanica Plastic Surgery Hospital in 1985, 1987, 1990, 1991 and twice in 1993, in order to alleviate the long-term consequences of his accident.","After the accident the driver received long stays in different places , while ending at the same time his various jail terms . In addition , he had several treatments in , ex with , the national general cancer Hospital in 1985 , 1987 , 1990 , 1991 and twice in 1993 , in order to reduce the negative effects of his accident ."
1291,185,,,,M3,"After the accident the applicant underwent long treatment in various hospitals, apparently serving at the same time his numerous prison sentences. In particular, he underwent various surgeries in, inter alia, the Polanica Plastic Surgery Hospital in 1985, 1987, 1990, 1991 and twice in 1993, in order to alleviate the long-term consequences of his accident.","After the accident the driver received long treatment in various hospitals , apparently serving at the same time his numerous prison sentences . In particular , he had various treatments in , ex with , the Polanica Plastic Surgery Hospital in 1985 , 1987 , 1990 , 1991 and twice in 1993 , in order to avoid the long-term consequences of his accident ."
1292,185,,,,M4,"After the accident the applicant underwent long treatment in various hospitals, apparently serving at the same time his numerous prison sentences. In particular, he underwent various surgeries in, inter alia, the Polanica Plastic Surgery Hospital in 1985, 1987, 1990, 1991 and twice in 1993, in order to alleviate the long-term consequences of his accident.","After the accident the applicant underwent long treatment in various hospitals, apparently serving at the same time his numerous prison sentences. The Polanica Plastic Surgery Hospital, in particular, in 1985, 1987, 1990, 1991 and twice in 1993, to alleviate the long-term consequences of his accident."
1293,185,,,,M5,"After the accident the applicant underwent long treatment in various hospitals, apparently serving at the same time his numerous prison sentences. In particular, he underwent various surgeries in, inter alia, the Polanica Plastic Surgery Hospital in 1985, 1987, 1990, 1991 and twice in 1993, in order to alleviate the long-term consequences of his accident.","After the accident the applicant underwent long treatment in various hospitals , plainly serving at the same time his numerous prison sentences . In particular , he underwent several surgeries in , inter alia , the Polanica Plastic Surgery Hospital in 1985 , 1987 , 1990 , 1991 and twice in 1993 , in order to ease the long-term effects of his accident ."
1294,185,,,,M6,"After the accident the applicant underwent long treatment in various hospitals, apparently serving at the same time his numerous prison sentences. In particular, he underwent various surgeries in, inter alia, the Polanica Plastic Surgery Hospital in 1985, 1987, 1990, 1991 and twice in 1993, in order to alleviate the long-term consequences of his accident.","After the accident the first spent long treatment in various hospitals, apparently serving at the same time his numerous prison sentences. In particular, he spent various years in, the the, the Polanica Plastic Surgery Hospital in 1985, 1987, 1990, 1991 and twice in 1993, in order to help the long-term consequences of his accident."
1295,185,,,,M7,"After the accident the applicant underwent long treatment in various hospitals, apparently serving at the same time his numerous prison sentences. In particular, he underwent various surgeries in, inter alia, the Polanica Plastic Surgery Hospital in 1985, 1987, 1990, 1991 and twice in 1993, in order to alleviate the long-term consequences of his accident.","After the. Accident the first spent long treatment in various hospitals, apparently serving at the same time his numerous prison sentences. In particular, he spent various years in, the the, the Polanica Plastic Surgery Hospital in 1985, 1987, 1990, 1991 twice in 1993, in order to help the long-term consequences of his accident."
1296,186,,,,M1,"On 26 June 2001 the investigation was resumed and new charges were brought against the applicant: in addition to banditism, they included infringement on the life of a law-enforcement official and incitement to murder for profit, related to the victims' official duties and committed repeatedly by an organised group following orders.","On 26 June 2001 the investigation was resumed and new charges were brought against the applicant: in addition to banditism, they included infringement on the life of a law-enforcement official and incitement to murder for profit, related to the victims' official duties and committed repeatedly by an organised group following orders."
1297,186,,,,M2,"On 26 June 2001 the investigation was resumed and new charges were brought against the applicant: in addition to banditism, they included infringement on the life of a law-enforcement official and incitement to murder for profit, related to the victims' official duties and committed repeatedly by an organised group following orders.","On 26 June 2001 the trial was completed and new charges were brought against the victims : in addition to murder , they included assault on the life of a government official and conspiracy to kill for money , related to the officers ' official status and done suicide by an armed group following them ."
1298,186,,,,M3,"On 26 June 2001 the investigation was resumed and new charges were brought against the applicant: in addition to banditism, they included infringement on the life of a law-enforcement official and incitement to murder for profit, related to the victims' official duties and committed repeatedly by an organised group following orders.","On 26 June 2001 the investigation was completed and new charges were brought against the group : in addition to banditism , they included assault on the life of a law-enforcement official and conspiracy to murder for profit , related to the victims ' official duties and committed repeatedly by an organised group following orders ."
1299,186,,,,M4,"On 26 June 2001 the investigation was resumed and new charges were brought against the applicant: in addition to banditism, they included infringement on the life of a law-enforcement official and incitement to murder for profit, related to the victims' official duties and committed repeatedly by an organised group following orders.","On 26 June 2001 the investigation was resumed and new charges were brought against the applicant: in addition to banditism, they said he had tried to kill a law-enforcement official. The new charges were related to the official duties of the victims and to crimes committed by an organised group following orders."
1300,186,,,,M5,"On 26 June 2001 the investigation was resumed and new charges were brought against the applicant: in addition to banditism, they included infringement on the life of a law-enforcement official and incitement to murder for profit, related to the victims' official duties and committed repeatedly by an organised group following orders.","On 26 June 2001 the inquiry was continued and new charges were made against the applicant : in addition to banditism , they included infringement on the life of a law-enforcement official and incitement to murder for profits , related to the victims ' official responsibilities and committed repeatedly by an organized group following orders ."
1301,186,,,,M6,"On 26 June 2001 the investigation was resumed and new charges were brought against the applicant: in addition to banditism, they included infringement on the life of a law-enforcement official and incitement to murder for profit, related to the victims' official duties and committed repeatedly by an organised group following orders.","On 26 June 2001 the investigation was started and new charges were brought against the mother: in addition to banditism, they included use on the life of a law-enforcement official and idea to murder for profit, related to the victims' official duties and committed repeatedly by an organised group following orders."
1302,186,,,,M7,"On 26 June 2001 the investigation was resumed and new charges were brought against the applicant: in addition to banditism, they included infringement on the life of a law-enforcement official and incitement to murder for profit, related to the victims' official duties and committed repeatedly by an organised group following orders.","On 26 June 2001 the investigation was started new charges were brought against the mother: in Addition to banditism, they included use on the life of a law-enforcement official and idea murder for profit, related to the victims' official duties and committed by an organised group following orders."
